image1,image2,labels
015/10_020.png,015/01_020.png,0
015/10_020.png,015/06_020.png,0
015/10_020.png,015/05_020.png,0
015/10_020.png,015/11_020.png,0
015/10_020.png,015/04_020.png,0
015/07_020.png,015/01_020.png,0
015/07_020.png,015/06_020.png,0
015/07_020.png,015/05_020.png,0
015/07_020.png,015/11_020.png,0
015/07_020.png,015/04_020.png,0
015/11_020.png,015/01_020.png,0
015/11_020.png,015/06_020.png,0
015/11_020.png,015/05_020.png,0
015/11_020.png,015/04_020.png,0
015/06_020.png,015/01_020.png,0
015/06_020.png,015/05_020.png,0
015/06_020.png,015/11_020.png,0
015/06_020.png,015/04_020.png,0
015/04_020.png,015/01_020.png,0
015/04_020.png,015/06_020.png,0
015/04_020.png,015/05_020.png,0
015/04_020.png,015/11_020.png,0
015/02_020.png,015/01_020.png,0
015/02_020.png,015/06_020.png,0
015/02_020.png,015/05_020.png,0
015/02_020.png,015/11_020.png,0
015/02_020.png,015/04_020.png,0
015/12_020.png,015/01_020.png,0
015/12_020.png,015/06_020.png,0
015/12_020.png,015/05_020.png,0
015/12_020.png,015/11_020.png,0
015/12_020.png,015/04_020.png,0
016/01_021.png,016_forg/02_0211021.PNG,1
016/01_021.png,016_forg/01_0211021.PNG,1
016/01_021.png,016_forg/04_0110021.PNG,1
016/01_021.png,016_forg/04_0211021.PNG,1
016/01_021.png,016_forg/03_0110021.PNG,1
016/10_021.png,016_forg/02_0211021.PNG,1
016/10_021.png,016_forg/01_0211021.PNG,1
016/10_021.png,016_forg/04_0110021.PNG,1
016/10_021.png,016_forg/04_0211021.PNG,1
016/10_021.png,016_forg/03_0110021.PNG,1
016/07_021.png,016_forg/02_0211021.PNG,1
016/07_021.png,016_forg/01_0211021.PNG,1
016/07_021.png,016_forg/04_0110021.PNG,1
016/07_021.png,016_forg/04_0211021.PNG,1
016/07_021.png,016_forg/03_0110021.PNG,1
016/05_021.png,016_forg/02_0211021.PNG,1
016/05_021.png,016_forg/01_0211021.PNG,1
016/05_021.png,016_forg/04_0110021.PNG,1
016/05_021.png,016_forg/04_0211021.PNG,1
016/05_021.png,016_forg/03_0110021.PNG,1
016/11_021.png,016_forg/02_0211021.PNG,1
016/11_021.png,016_forg/01_0211021.PNG,1
016/11_021.png,016_forg/04_0110021.PNG,1
016/11_021.png,016_forg/04_0211021.PNG,1
016/11_021.png,016_forg/03_0110021.PNG,1
016/09_021.png,016_forg/02_0211021.PNG,1
016/09_021.png,016_forg/01_0211021.PNG,1
016/09_021.png,016_forg/04_0110021.PNG,1
016/09_021.png,016_forg/04_0211021.PNG,1
016/09_021.png,016_forg/03_0110021.PNG,1
016/02_021.png,016_forg/02_0211021.PNG,1
016/02_021.png,016_forg/01_0211021.PNG,1
016/02_021.png,016_forg/04_0110021.PNG,1
016/02_021.png,016_forg/04_0211021.PNG,1
016/02_021.png,016_forg/03_0110021.PNG,1
016/03_021.png,016_forg/02_0211021.PNG,1
016/03_021.png,016_forg/01_0211021.PNG,1
016/03_021.png,016_forg/04_0110021.PNG,1
016/03_021.png,016_forg/04_0211021.PNG,1
016/03_021.png,016_forg/03_0110021.PNG,1
016/04_021.png,016_forg/02_0211021.PNG,1
016/04_021.png,016_forg/01_0211021.PNG,1
016/04_021.png,016_forg/04_0110021.PNG,1
016/04_021.png,016_forg/04_0211021.PNG,1
016/04_021.png,016_forg/03_0110021.PNG,1
016/08_021.png,016_forg/02_0211021.PNG,1
016/08_021.png,016_forg/01_0211021.PNG,1
016/08_021.png,016_forg/04_0110021.PNG,1
016/08_021.png,016_forg/04_0211021.PNG,1
016/08_021.png,016_forg/03_0110021.PNG,1
016/06_021.png,016_forg/02_0211021.PNG,1
016/06_021.png,016_forg/01_0211021.PNG,1
016/06_021.png,016_forg/04_0110021.PNG,1
016/06_021.png,016_forg/04_0211021.PNG,1
016/06_021.png,016_forg/03_0110021.PNG,1
016/12_021.png,016_forg/02_0211021.PNG,1
016/12_021.png,016_forg/01_0211021.PNG,1
016/12_021.png,016_forg/04_0110021.PNG,1
016/12_021.png,016_forg/04_0211021.PNG,1
016/12_021.png,016_forg/03_0110021.PNG,1
016/01_021.png,016/02_021.png,0
016/01_021.png,016/07_021.png,0
016/01_021.png,016/04_021.png,0
016/01_021.png,016/08_021.png,0
016/01_021.png,016/03_021.png,0
016/10_021.png,016/02_021.png,0
016/10_021.png,016/07_021.png,0
016/10_021.png,016/04_021.png,0
016/10_021.png,016/08_021.png,0
016/10_021.png,016/03_021.png,0
016/07_021.png,016/02_021.png,0
016/07_021.png,016/04_021.png,0
016/07_021.png,016/08_021.png,0
016/07_021.png,016/03_021.png,0
016/05_021.png,016/02_021.png,0
016/05_021.png,016/07_021.png,0
016/05_021.png,016/04_021.png,0
016/05_021.png,016/08_021.png,0
016/05_021.png,016/03_021.png,0
016/11_021.png,016/02_021.png,0
016/11_021.png,016/07_021.png,0
016/11_021.png,016/04_021.png,0
016/11_021.png,016/08_021.png,0
016/11_021.png,016/03_021.png,0
016/09_021.png,016/02_021.png,0
016/09_021.png,016/07_021.png,0
016/09_021.png,016/04_021.png,0
016/09_021.png,016/08_021.png,0
016/09_021.png,016/03_021.png,0
016/02_021.png,016/07_021.png,0
016/02_021.png,016/04_021.png,0
016/02_021.png,016/08_021.png,0
016/02_021.png,016/03_021.png,0
016/03_021.png,016/02_021.png,0
016/03_021.png,016/07_021.png,0
016/03_021.png,016/04_021.png,0
016/03_021.png,016/08_021.png,0
016/04_021.png,016/02_021.png,0
016/04_021.png,016/07_021.png,0
016/04_021.png,016/08_021.png,0
016/04_021.png,016/03_021.png,0
016/08_021.png,016/02_021.png,0
016/08_021.png,016/07_021.png,0
016/08_021.png,016/04_021.png,0
016/08_021.png,016/03_021.png,0
016/06_021.png,016/02_021.png,0
016/06_021.png,016/07_021.png,0
016/06_021.png,016/04_021.png,0
016/06_021.png,016/08_021.png,0
016/06_021.png,016/03_021.png,0
016/12_021.png,016/02_021.png,0
016/12_021.png,016/07_021.png,0
016/12_021.png,016/04_021.png,0
016/12_021.png,016/08_021.png,0
016/12_021.png,016/03_021.png,0
017/03_022.png,017_forg/03_0127022.PNG,1
017/03_022.png,017_forg/04_0125022.PNG,1
017/03_022.png,017_forg/04_0127022.PNG,1
017/03_022.png,017_forg/01_0214022.PNG,1
017/03_022.png,017_forg/02_0125022.PNG,1
017/05_022.png,017_forg/03_0127022.PNG,1
017/05_022.png,017_forg/04_0125022.PNG,1
017/05_022.png,017_forg/04_0127022.PNG,1
017/05_022.png,017_forg/01_0214022.PNG,1
017/05_022.png,017_forg/02_0125022.PNG,1
017/06_022.png,017_forg/03_0127022.PNG,1
017/06_022.png,017_forg/04_0125022.PNG,1
017/06_022.png,017_forg/04_0127022.PNG,1
017/06_022.png,017_forg/01_0214022.PNG,1
017/06_022.png,017_forg/02_0125022.PNG,1
017/04_022.png,017_forg/03_0127022.PNG,1
017/04_022.png,017_forg/04_0125022.PNG,1
017/04_022.png,017_forg/04_0127022.PNG,1
017/04_022.png,017_forg/01_0214022.PNG,1
017/04_022.png,017_forg/02_0125022.PNG,1
017/07_022.png,017_forg/03_0127022.PNG,1
017/07_022.png,017_forg/04_0125022.PNG,1
017/07_022.png,017_forg/04_0127022.PNG,1
017/07_022.png,017_forg/01_0214022.PNG,1
017/07_022.png,017_forg/02_0125022.PNG,1
017/01_022.png,017_forg/03_0127022.PNG,1
017/01_022.png,017_forg/04_0125022.PNG,1
017/01_022.png,017_forg/04_0127022.PNG,1
017/01_022.png,017_forg/01_0214022.PNG,1
017/01_022.png,017_forg/02_0125022.PNG,1
017/09_022.png,017_forg/03_0127022.PNG,1
017/09_022.png,017_forg/04_0125022.PNG,1
017/09_022.png,017_forg/04_0127022.PNG,1
017/09_022.png,017_forg/01_0214022.PNG,1
017/09_022.png,017_forg/02_0125022.PNG,1
017/11_022.png,017_forg/03_0127022.PNG,1
017/11_022.png,017_forg/04_0125022.PNG,1
017/11_022.png,017_forg/04_0127022.PNG,1
017/11_022.png,017_forg/01_0214022.PNG,1
017/11_022.png,017_forg/02_0125022.PNG,1
017/08_022.png,017_forg/03_0127022.PNG,1
017/08_022.png,017_forg/04_0125022.PNG,1
017/08_022.png,017_forg/04_0127022.PNG,1
017/08_022.png,017_forg/01_0214022.PNG,1
017/08_022.png,017_forg/02_0125022.PNG,1
017/02_022.png,017_forg/03_0127022.PNG,1
017/02_022.png,017_forg/04_0125022.PNG,1
017/02_022.png,017_forg/04_0127022.PNG,1
017/02_022.png,017_forg/01_0214022.PNG,1
017/02_022.png,017_forg/02_0125022.PNG,1
017/12_022.png,017_forg/03_0127022.PNG,1
017/12_022.png,017_forg/04_0125022.PNG,1
017/12_022.png,017_forg/04_0127022.PNG,1
017/12_022.png,017_forg/01_0214022.PNG,1
017/12_022.png,017_forg/02_0125022.PNG,1
017/10_022.png,017_forg/03_0127022.PNG,1
017/10_022.png,017_forg/04_0125022.PNG,1
017/10_022.png,017_forg/04_0127022.PNG,1
017/10_022.png,017_forg/01_0214022.PNG,1
017/10_022.png,017_forg/02_0125022.PNG,1
017/03_022.png,017/10_022.png,0
017/03_022.png,017/01_022.png,0
017/03_022.png,017/08_022.png,0
017/03_022.png,017/11_022.png,0
017/03_022.png,017/07_022.png,0
017/05_022.png,017/10_022.png,0
017/05_022.png,017/01_022.png,0
017/05_022.png,017/08_022.png,0
017/05_022.png,017/11_022.png,0
017/05_022.png,017/07_022.png,0
017/06_022.png,017/10_022.png,0
017/06_022.png,017/01_022.png,0
017/06_022.png,017/08_022.png,0
017/06_022.png,017/11_022.png,0
017/06_022.png,017/07_022.png,0
017/04_022.png,017/10_022.png,0
017/04_022.png,017/01_022.png,0
017/04_022.png,017/08_022.png,0
017/04_022.png,017/11_022.png,0
017/04_022.png,017/07_022.png,0
017/07_022.png,017/10_022.png,0
017/07_022.png,017/01_022.png,0
017/07_022.png,017/08_022.png,0
017/07_022.png,017/11_022.png,0
017/01_022.png,017/10_022.png,0
017/01_022.png,017/08_022.png,0
017/01_022.png,017/11_022.png,0
017/01_022.png,017/07_022.png,0
017/09_022.png,017/10_022.png,0
017/09_022.png,017/01_022.png,0
017/09_022.png,017/08_022.png,0
017/09_022.png,017/11_022.png,0
017/09_022.png,017/07_022.png,0
017/11_022.png,017/10_022.png,0
017/11_022.png,017/01_022.png,0
017/11_022.png,017/08_022.png,0
017/11_022.png,017/07_022.png,0
017/08_022.png,017/10_022.png,0
017/08_022.png,017/01_022.png,0
017/08_022.png,017/11_022.png,0
017/08_022.png,017/07_022.png,0
017/02_022.png,017/10_022.png,0
017/02_022.png,017/01_022.png,0
017/02_022.png,017/08_022.png,0
017/02_022.png,017/11_022.png,0
017/02_022.png,017/07_022.png,0
017/12_022.png,017/10_022.png,0
017/12_022.png,017/01_022.png,0
017/12_022.png,017/08_022.png,0
017/12_022.png,017/11_022.png,0
017/12_022.png,017/07_022.png,0
017/10_022.png,017/01_022.png,0
017/10_022.png,017/08_022.png,0
017/10_022.png,017/11_022.png,0
017/10_022.png,017/07_022.png,0
018/06_023.png,018_forg/03_0203023.PNG,1
018/06_023.png,018_forg/02_0126023.PNG,1
018/06_023.png,018_forg/04_0203023.PNG,1
018/06_023.png,018_forg/01_0126023.PNG,1
018/06_023.png,018_forg/02_0203023.PNG,1
018/05_023.png,018_forg/03_0203023.PNG,1
018/05_023.png,018_forg/02_0126023.PNG,1
018/05_023.png,018_forg/04_0203023.PNG,1
018/05_023.png,018_forg/01_0126023.PNG,1
018/05_023.png,018_forg/02_0203023.PNG,1
018/01_023.png,018_forg/03_0203023.PNG,1
018/01_023.png,018_forg/02_0126023.PNG,1
018/01_023.png,018_forg/04_0203023.PNG,1
018/01_023.png,018_forg/01_0126023.PNG,1
018/01_023.png,018_forg/02_0203023.PNG,1
018/11_023.png,018_forg/03_0203023.PNG,1
018/11_023.png,018_forg/02_0126023.PNG,1
018/11_023.png,018_forg/04_0203023.PNG,1
018/11_023.png,018_forg/01_0126023.PNG,1
018/11_023.png,018_forg/02_0203023.PNG,1
018/04_023.png,018_forg/03_0203023.PNG,1
018/04_023.png,018_forg/02_0126023.PNG,1
018/04_023.png,018_forg/04_0203023.PNG,1
018/04_023.png,018_forg/01_0126023.PNG,1
018/04_023.png,018_forg/02_0203023.PNG,1
018/07_023.png,018_forg/03_0203023.PNG,1
018/07_023.png,018_forg/02_0126023.PNG,1
018/07_023.png,018_forg/04_0203023.PNG,1
018/07_023.png,018_forg/01_0126023.PNG,1
018/07_023.png,018_forg/02_0203023.PNG,1
018/09_023.png,018_forg/03_0203023.PNG,1
018/09_023.png,018_forg/02_0126023.PNG,1
018/09_023.png,018_forg/04_0203023.PNG,1
018/09_023.png,018_forg/01_0126023.PNG,1
018/09_023.png,018_forg/02_0203023.PNG,1
018/02_023.png,018_forg/03_0203023.PNG,1
018/02_023.png,018_forg/02_0126023.PNG,1
018/02_023.png,018_forg/04_0203023.PNG,1
018/02_023.png,018_forg/01_0126023.PNG,1
018/02_023.png,018_forg/02_0203023.PNG,1
018/12_023.png,018_forg/03_0203023.PNG,1
018/12_023.png,018_forg/02_0126023.PNG,1
018/12_023.png,018_forg/04_0203023.PNG,1
018/12_023.png,018_forg/01_0126023.PNG,1
018/12_023.png,018_forg/02_0203023.PNG,1
018/03_023.png,018_forg/03_0203023.PNG,1
018/03_023.png,018_forg/02_0126023.PNG,1
018/03_023.png,018_forg/04_0203023.PNG,1
018/03_023.png,018_forg/01_0126023.PNG,1
018/03_023.png,018_forg/02_0203023.PNG,1
018/10_023.png,018_forg/03_0203023.PNG,1
018/10_023.png,018_forg/02_0126023.PNG,1
018/10_023.png,018_forg/04_0203023.PNG,1
018/10_023.png,018_forg/01_0126023.PNG,1
018/10_023.png,018_forg/02_0203023.PNG,1
018/08_023.png,018_forg/03_0203023.PNG,1
018/08_023.png,018_forg/02_0126023.PNG,1
018/08_023.png,018_forg/04_0203023.PNG,1
018/08_023.png,018_forg/01_0126023.PNG,1
018/08_023.png,018_forg/02_0203023.PNG,1
018/06_023.png,018/11_023.png,0
018/06_023.png,018/05_023.png,0
018/06_023.png,018/10_023.png,0
018/06_023.png,018/03_023.png,0
018/06_023.png,018/02_023.png,0
018/05_023.png,018/11_023.png,0
018/05_023.png,018/10_023.png,0
018/05_023.png,018/03_023.png,0
018/05_023.png,018/02_023.png,0
018/01_023.png,018/11_023.png,0
018/01_023.png,018/05_023.png,0
018/01_023.png,018/10_023.png,0
018/01_023.png,018/03_023.png,0
018/01_023.png,018/02_023.png,0
018/11_023.png,018/05_023.png,0
018/11_023.png,018/10_023.png,0
018/11_023.png,018/03_023.png,0
018/11_023.png,018/02_023.png,0
018/04_023.png,018/11_023.png,0
018/04_023.png,018/05_023.png,0
018/04_023.png,018/10_023.png,0
018/04_023.png,018/03_023.png,0
018/04_023.png,018/02_023.png,0
018/07_023.png,018/11_023.png,0
018/07_023.png,018/05_023.png,0
018/07_023.png,018/10_023.png,0
018/07_023.png,018/03_023.png,0
018/07_023.png,018/02_023.png,0
018/09_023.png,018/11_023.png,0
018/09_023.png,018/05_023.png,0
018/09_023.png,018/10_023.png,0
018/09_023.png,018/03_023.png,0
018/09_023.png,018/02_023.png,0
018/02_023.png,018/11_023.png,0
018/02_023.png,018/05_023.png,0
018/02_023.png,018/10_023.png,0
018/02_023.png,018/03_023.png,0
018/12_023.png,018/11_023.png,0
018/12_023.png,018/05_023.png,0
018/12_023.png,018/10_023.png,0
018/12_023.png,018/03_023.png,0
018/12_023.png,018/02_023.png,0
018/03_023.png,018/11_023.png,0
018/03_023.png,018/05_023.png,0
018/03_023.png,018/10_023.png,0
018/03_023.png,018/02_023.png,0
018/10_023.png,018/11_023.png,0
018/10_023.png,018/05_023.png,0
018/10_023.png,018/03_023.png,0
018/10_023.png,018/02_023.png,0
018/08_023.png,018/11_023.png,0
018/08_023.png,018/05_023.png,0
018/08_023.png,018/10_023.png,0
018/08_023.png,018/03_023.png,0
018/08_023.png,018/02_023.png,0
019/03_024.png,019_forg/02_0119024.PNG,1
019/03_024.png,019_forg/03_0120024.PNG,1
019/03_024.png,019_forg/04_0102024.PNG,1
019/03_024.png,019_forg/02_0102024.PNG,1
019/03_024.png,019_forg/03_0102024.PNG,1
019/10_024.png,019_forg/02_0119024.PNG,1
019/10_024.png,019_forg/03_0120024.PNG,1
019/10_024.png,019_forg/04_0102024.PNG,1
019/10_024.png,019_forg/02_0102024.PNG,1
019/10_024.png,019_forg/03_0102024.PNG,1
019/08_024.png,019_forg/02_0119024.PNG,1
019/08_024.png,019_forg/03_0120024.PNG,1
019/08_024.png,019_forg/04_0102024.PNG,1
019/08_024.png,019_forg/02_0102024.PNG,1
019/08_024.png,019_forg/03_0102024.PNG,1
019/12_024.png,019_forg/02_0119024.PNG,1
019/12_024.png,019_forg/03_0120024.PNG,1
019/12_024.png,019_forg/04_0102024.PNG,1
019/12_024.png,019_forg/02_0102024.PNG,1
019/12_024.png,019_forg/03_0102024.PNG,1
019/06_024.png,019_forg/02_0119024.PNG,1
019/06_024.png,019_forg/03_0120024.PNG,1
019/06_024.png,019_forg/04_0102024.PNG,1
019/06_024.png,019_forg/02_0102024.PNG,1
019/06_024.png,019_forg/03_0102024.PNG,1
019/04_024.png,019_forg/02_0119024.PNG,1
019/04_024.png,019_forg/03_0120024.PNG,1
019/04_024.png,019_forg/04_0102024.PNG,1
019/04_024.png,019_forg/02_0102024.PNG,1
019/04_024.png,019_forg/03_0102024.PNG,1
019/07_024.png,019_forg/02_0119024.PNG,1
019/07_024.png,019_forg/03_0120024.PNG,1
019/07_024.png,019_forg/04_0102024.PNG,1
019/07_024.png,019_forg/02_0102024.PNG,1
019/07_024.png,019_forg/03_0102024.PNG,1
019/01_024.png,019_forg/02_0119024.PNG,1
019/01_024.png,019_forg/03_0120024.PNG,1
019/01_024.png,019_forg/04_0102024.PNG,1
019/01_024.png,019_forg/02_0102024.PNG,1
019/01_024.png,019_forg/03_0102024.PNG,1
019/02_024.png,019_forg/02_0119024.PNG,1
019/02_024.png,019_forg/03_0120024.PNG,1
019/02_024.png,019_forg/04_0102024.PNG,1
019/02_024.png,019_forg/02_0102024.PNG,1
019/02_024.png,019_forg/03_0102024.PNG,1
019/09_024.png,019_forg/02_0119024.PNG,1
019/09_024.png,019_forg/03_0120024.PNG,1
019/09_024.png,019_forg/04_0102024.PNG,1
019/09_024.png,019_forg/02_0102024.PNG,1
019/09_024.png,019_forg/03_0102024.PNG,1
019/05_024.png,019_forg/02_0119024.PNG,1
019/05_024.png,019_forg/03_0120024.PNG,1
019/05_024.png,019_forg/04_0102024.PNG,1
019/05_024.png,019_forg/02_0102024.PNG,1
019/05_024.png,019_forg/03_0102024.PNG,1
019/11_024.png,019_forg/02_0119024.PNG,1
019/11_024.png,019_forg/03_0120024.PNG,1
019/11_024.png,019_forg/04_0102024.PNG,1
019/11_024.png,019_forg/02_0102024.PNG,1
019/11_024.png,019_forg/03_0102024.PNG,1
019/03_024.png,019/12_024.png,0
